"pxcor","pycor","pcolor","plabel","plabel-color"
"-64","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"-63","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-62","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-61","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-60","64","[14.583694396573804 156.00505063388334 14.583694396573804]","""""","9.9"
"-59","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-58","64","[42.5 167.5 42.5]","""""","9.9"
"-57","64","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-56","64","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-55","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-54","64","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"-53","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-52","64","[85 185 85]","""""","9.9"
"-51","64","[83.67702284865584 184.4552447023877 83.67702284865584]","""""","9.9"
"-50","64","[79.76801091124943 182.84565155169093 79.76801091124943]","""""","9.9"
"-49","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-48","64","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
"-47","64","[54.52790094379719 172.4526650945047 54.52790094379719]","""""","9.9"
"-46","64","[42.5 167.5 42.5]","""""","9.9"
"-45","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-44","64","[14.583694396573804 156.00505063388334 14.583694396573804]","""""","9.9"
"-43","64","[29.10940147938871 161.9862241385718 29.10940147938871]","""""","9.9"
"-42","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-41","64","[42.5 167.5 42.5]","""""","9.9"
"-40","64","[63.75 176.25 63.75]","""""","9.9"
"-39","64","[85 185 85]","""""","9.9"
"-38","64","[106.25 193.75 106.25]","""""","9.9"
"-37","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
