"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","information-level","trust","credibility","opinions","government-intervention","government-control-of-economy","free-trade","protectionism","pro-choice","tax-increase-to-offset-debt-and-deficit","crime-punishment-level","military-hawkishness","non-military-interventions","affirmative-action","prayer-in-schools","market-solution-to-healthcare","moralistic-law"
"147","100","242","-54.057079329521954","-57.360617565229354","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","100","331","-6.101268021075583","6.9267475726056915","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","100","250","29.03343203560985","33.36192729362608","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","100","171","-17.082418454237462","63.583640539441376","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","100","14","-13.30745739125755","60.30177995966855","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","100","13","23.26554613367115","0.6206600460600953","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","100","259","-32.333426678073735","13.556640112100808","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","100","34","-59.36826473226054","57.22091443593314","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","100","211","23.295909549796306","52.75749074361099","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","100","300","18.94983524771058","-33.00118189753394","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","100","60","-12.499615157065186","-14.220413628305892","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","100","3","17.122938148334967","-0.19450498574437347","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","100","299","-40.402769758870235","38.802365439043726","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","100","60","32.94034607731692","-43.634138886204056","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","100","129","-8.762144461609616","0.10325559945619034","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","100","359","-22.06294386659549","-31.11496067397232","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","100","226","-42.42644740735821","-2.99704308219345","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","100","33","0.6796522649396479","-3.3399049414992916","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","100","16","29.46085115733638","3.4130214782331763","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","100","50","-55.98519147245209","-29.415099618456473","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","100","13","-48.317421190811004","19.915417606672335","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","100","293","-54.99999103549344","-10.188211620855391","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","100","201","11.594831983864339","-51.660018491796336","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","100","356","-18.1979875497315","-15.955260524266322","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","100","332","45.557768530585676","39.95879744755689","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","100","344","15.9636773944232","16.891652974808267","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","100","280","-11.773717469357685","-63.01762078843668","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","100","273","17.15787472845247","-29.114608734450755","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","100","251","-55.227036886244534","44.29883228297159","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","100","274","-21.793152970413836","-53.54971940188808","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","100","19","5.108226977613782","53.606619481398","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","100","144","-45.12693800329623","-36.96791046943071","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","100","278","-58.62790101314603","-35.67023843758879","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","100","224","63.23333890630455","3.7021314685031257","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","100","269","-60.22416027304633","11.302588057891569","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","100","250","-64.29551683223944","-47.09543867495228","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","100","111","22.650453672384046","-1.0160126545195567","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","100","0","59.66442520344532","-40.57706932489726","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","100","221","-53.94220179006565","-60.02533603834222","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","100","71","24.665163334729115","5.932798118682854","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","100","28","32.612747784751974","-20.101986350084324","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","100","324","-51.07445127486108","8.990989171496864","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","100","13","38.775378079914574","-62.2917625531874","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","100","329","-40.50878817286879","13.240689360060585","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","100","305","-14.99114645685691","-6.48626439235251","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","100","213","46.70813416568829","-64.22163712471219","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","100","148","61.64997474391879","36.70161543995863","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","100","343","-9.445730653295541","-38.753512557603415","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","100","303","-34.99402663388845","14.563854004453432","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","100","38","47.75323775686155","-2.1539029076083693","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","100","201","-38.68128603901645","10.873592407370808","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","100","246","-34.27990363614133","27.888587583544748","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","100","129","-27.60947629219251","60.29252761449861","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","100","211","-28.280705775967128","-29.707663313136905","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","100","244","53.129032576745274","-9.696455079203687","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","100","75","62.991330907267795","-7.97162050932274","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","100","248","-2.9810200675130716","43.648950406417356","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","100","10","-60.52709877675849","63.21914787299407","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","100","332","-41.88328540746457","-13.644295050161723","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","100","292","-6.863827500177997","-25.079126601236965","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","100","287","-53.74083490022963","57.12074611510796","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","100","173","13.545373022781433","-17.813261173860674","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","100","201","-16.74913007978958","45.94209710016622","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","100","137","-55.15303086489861","-45.60942188275479","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","100","212","50.92970910741495","22.485004298006288","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","100","30","-43.6690396478472","-19.466404301946028","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","100","254","13.033299643211393","3.6215089554301017","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","100","207","-60.52297466485662","55.85413790039283","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","100","53","-46.826693346539344","52.29689582265085","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","100","116","-64.18856710742362","32.427520825291","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","100","76","-34.510839901540244","56.15396198474295","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","100","219","-58.47959957410045","-45.04567266905731","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","100","120","-13.842324543066312","-51.68878919991366","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","100","97","-55.15984970513594","0.6969109318643802","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","100","114","-57.37208566037813","-34.62650739008565","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","100","176","35.854482696652525","15.54453594941134","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","100","199","-52.789851579921475","37.4062471483829","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","100","182","-5.261131627615768","-52.42020894325798","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","100","335","-32.484585707023555","1.508583416013849","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","100","93","-41.63842128031264","46.994375952310875","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","100","325","13.195185555578988","-38.88475685812533","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","100","182","52.390939836333274","20.247005021317875","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","100","125","52.072802268690594","-19.651634505968538","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","100","114","13.921108156462935","-1.3056323642938068","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","100","20","37.94281185572234","52.680980210928624","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","100","236","-34.73505671541553","27.53359016333465","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","100","118","-50.455905225613385","60.77962405801436","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","100","143","14.443517347505036","27.291698156519885","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","100","43","-32.896481736542995","-9.62397554813959","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","100","131","10.678217876202496","-10.024865336815495","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","100","276","40.85771560187952","-24.045565791278385","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","100","35","-32.63630609411938","20.124562479714186","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","100","240","47.2580076588884","7.340723521044836","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","100","272","-0.3188058726889551","-31.310249275053806","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","100","139","61.25223917969883","-63.53075367224528","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","100","246","26.15502728324114","22.529978899800383","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","100","1","-34.98764676591692","-0.35967618982722627","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","100","118","26.699222173308314","-14.010741163537347","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","100","182","10.426394886981484","-17.566676770461207","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","100","221","30.49786161444088","53.318764061755274","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","100","14","48.05516059451999","-54.8158785302367","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","100","1","-60.515363626880216","63.54227694376334","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","100","327","30.43334587822038","-52.138783617533626","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","100","272","58.44869194923744","-8.117104073195534","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","100","269","-49.228695287826106","-63.80581650142353","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","100","105","-56.93061708415153","-29.632815332166054","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","100","329","-56.41581557954973","-39.35956671678951","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","100","315","4.072179120833866","-55.192750810583966","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","100","194","48.67061654022932","33.85916008820857","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","100","299","29.417724924840073","49.86650283615671","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","100","69","-11.262070061617813","-6.391826180123772","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","100","23","-44.33004769833439","20.82139881562935","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","100","285","54.6375576598431","-46.894440306119165","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","100","257","57.88877786381836","59.17563784195691","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","100","323","-37.5850167178974","1.9587885712525122","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","100","117","50.748678724326254","4.878701596986389","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","100","303","-61.25162882244391","2.484024650605278","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","100","238","8.554631114385757","4.033155671457791","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","100","123","-12.274356423588422","50.26670080631364","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","100","6","-30.563709433701547","22.353724032776412","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","100","73","-64.35720177262634","-63.45606186350768","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","100","62","22.25141509064173","-62.610410120064074","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","100","47","-16.451011370547626","25.428791204429416","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","100","37","-8.428114509500602","-54.50116910984723","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","100","43","-32.016033715272904","-3.184104854745705","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","100","127","-51.818849676848615","48.0438215178806","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","100","114","15.964717926472517","-23.968529485672256","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","100","295","-51.915457530545275","37.40579055370951","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","100","264","53.17029835509854","-52.79258465708841","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","100","337","-0.9512951651906079","-8.454100235252866","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","100","129","-23.731214366641616","17.810687800327415","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","100","70","-25.925233122701364","38.476659222933776","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","100","263","-56.48796268019198","-33.92956021670513","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","100","271","-5.191161701072851","10.189711944247662","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","100","160","-23.46521788547603","-52.99051946389248","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","100","120","-28.786463784893506","51.61703933756418","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","100","139","-34.82481832059203","-29.520559400753818","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","100","21","20.208977602262735","-43.35526316505642","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","100","355","-52.76379889393535","25.66359781330513","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","100","253","48.978855173485485","-15.748001918185324","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","100","96","61.98639999439196","-10.907221055715887","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","100","340","-17.764852760456712","-31.244308300038156","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","100","103","59.295487974021285","-22.450415743787566","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","100","118","20.447586937190778","33.712722385550904","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","100","109","48.730679423559025","-22.79134063463963","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","100","51","49.78487633263174","40.656909291122105","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","100","176","-61.29827644860718","4.972278561104417","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","100","238","-63.15180173465307","14.105019415175917","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","100","64","63.161531678959975","-26.67009125309309","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","100","59","13.931649530882652","41.30680274261914","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","100","248","54.01449152740216","47.383553992220186","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","100","62","-16.335916185583763","-56.9824604886867","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","100","353","-28.9089743647518","53.33229990188707","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","100","53","38.81127200481191","36.842788332640126","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","100","134","5.470634386781654","8.357985212761562","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","100","300","-56.06291986880842","59.08681275574743","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
