"pxcor","pycor","pcolor","plabel","plabel-color"
"-64","64","[170 220 170]","""""","9.9"
"-63","64","[148.75 211.25 148.75]","""""","9.9"
"-62","64","[127.5 202.5 127.5]","""""","9.9"
"-61","64","[106.25 193.75 106.25]","""""","9.9"
"-60","64","[85 185 85]","""""","9.9"
"-59","64","[63.75 176.25 63.75]","""""","9.9"
"-58","64","[6.27512689720794 152.5838757812033 6.27512689720794]","""""","9.9"
"-57","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-56","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-55","64","[20.28607838477072 158.35309109961148 20.28607838477072]","""""","9.9"
"-54","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-53","64","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-52","64","[42.5 167.5 42.5]","""""","9.9"
"-51","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-50","64","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-49","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-48","64","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-47","64","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-46","64","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-45","64","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-44","64","[127.5 202.5 127.5]","""""","9.9"
"-43","64","[125.74129623116283 201.77582785989057 125.74129623116283]","""""","9.9"
"-42","64","[120.60319944284387 199.66014094705335 120.60319944284387]","""""","9.9"
"-41","64","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-40","64","[101.76407079278044 191.9028526793802 101.76407079278044]","""""","9.9"
"-39","64","[89.0321943869836 186.6603153358168 89.0321943869836]","""""","9.9"
"-38","64","[74.6877707974304 180.75378797541254 74.6877707974304]","""""","9.9"
"-37","64","[59.084680282526136 174.32898599868724 59.084680282526136]","""""","9.9"
"-36","64","[42.5 167.5 42.5]","""""","9.9"
"-35","64","[25.146106189170666 160.35427901907028 25.146106189170666]","""""","9.9"
"-34","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-33","64","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-32","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-31","64","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"-30","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
