"pxcor","pycor","pcolor","plabel","plabel-color"
"-64","64","[131.09227223453735 203.97917092010363 131.09227223453735]","""""","9.9"
"-63","64","[112.45066643438841 196.30321559063051 112.45066643438841]","""""","9.9"
"-62","64","[93.16482150039192 188.3619853236908 93.16482150039192]","""""","9.9"
"-61","64","[73.4399204120025 180.2399672284716 73.4399204120025]","""""","9.9"
"-60","64","[53.404799164265796 171.99021142058004 53.404799164265796]","""""","9.9"
"-59","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"-58","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-57","64","0","""""","9.9"
"-56","64","0","""""","9.9"
"-55","64","[12.712722166433196 155.23465030382545 12.712722166433196]","""""","9.9"
"-54","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-53","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-52","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-51","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"-50","64","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"-49","64","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"-48","64","[42.5 167.5 42.5]","""""","9.9"
"-47","64","[41.44014305118111 167.06358831519222 41.44014305118111]","""""","9.9"
"-46","64","[38.29167067230668 165.7671585121263 38.29167067230668]","""""","9.9"
"-45","64","[33.1434866856508 163.64731804703268 33.1434866856508]","""""","9.9"
"-44","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-43","64","[17.41777739064733 157.1720259843842 17.41777739064733]","""""","9.9"
"-42","64","[7.184544469074723 152.95834184020725 7.184544469074723]","""""","9.9"
"-41","64","[6.27512689720794 152.5838757812033 6.27512689720794]","""""","9.9"
"-40","64","[26.130495696783584 160.75961587514618 26.130495696783584]","""""","9.9"
"-39","64","[45.711771711832796 168.82249423428408 45.711771711832796]","""""","9.9"
"-38","64","[64.93422191251787 176.73762078750735 64.93422191251787]","""""","9.9"
